Ticker, Routing, Documentation, Label,Smallest unit Decimal (number)
GDT_BNB,GDT.BNB,Gorilla Diamond,Gorilla Diamond,9
GEAR_BNB,GEAR.BNB,MetaGear,MetaGear,18
GEC_BNB,GEC.BNB,Green Energy Coin,Green Energy Coin,9
GEG_BNB,GEG.BNB,GeGem,GeGem,18
GELDF_BNB,GELDF.BNB,GELD Finance,GELD Finance,11
GEM_BNB,GEM.BNB,Gem Token,Gem Token,18
GEMG_BNB,GEMG.BNB,GemGuardian,GemGuardian,18
GEMIT_BNB,GEMIT.BNB,GEMIT app,GEMIT app,9
GEMS_BNB,GEMS.BNB,SafeGem,SafeGem,9
GEN_BNB,GEN.BNB,Evolution,Evolution,18
GENE_BNB,GENE.BNB,Genopets,Genopets,18
GENI_BNB,GENI.BNB,GemUni,GemUni,18
GENIUS_BNB,GENIUS.BNB,Genius Coin,Genius Coin,9
GENS_BNB,GENS.BNB,Genshiro,Genshiro,18
GENSHIN_BNB,GENSHIN.BNB,Genshin NFT,Genshin NFT,9
GENX_BNB,GENX.BNB,GENX,GENX,18
GEO_BNB,GEO.BNB,GeoDB,GeoDB,18
GER_BNB,GER.BNB,Ginza Eternity Rewa,Ginza Eternity Rewa,18
GES_BNB,GES.BNB,Stoneage NFT,Stoneage NFT,18
GFC_BNB,GFC.BNB,GameFi Collection,GameFi Collection,9
GFCE_BNB,GFCE.BNB,GFORCE,GFORCE,9
GFI_BNB,GFI.BNB,GameFi Token,GameFi Token,18
GFLOKI_BNB,GFLOKI.BNB,GenshinFlokiInu,GenshinFlokiInu,4
GFN_BNB,GFN.BNB,Graphene,Graphene,18
GFNC_BNB,GFNC.BNB,GrafenoCoin,GrafenoCoin,6
GFX_BNB,GFX.BNB,GamyFi Token,GamyFi Token,18
GG_BNB,GG.BNB,GalaxyGoggle,GalaxyGoggle,9
GGG_BNB,GGG.BNB,Good Games Guild,Good Games Guild,18
GGIVE_BNB,GGIVE.BNB,GlobalGive,GlobalGive,9
GHC_BNB,GHC.BNB,Galaxy Heroes Coin,Galaxy Heroes Coin,9
GHD_BNB,GHD.BNB,Giftedhands,Giftedhands,18
GHOSTFACE_BNB,GHOSTFACE.BNB,Ghostface,Ghostface,9
GHSP_BNB,GHSP.BNB,Ghospers Game,Ghospers Game,18
GHX_BNB,GHX.BNB,GamerCoin,GamerCoin,18
GIFT_BNB,GIFT.BNB,Gift Coin,Gift Coin,18
GIL_BNB,GIL.BNB,FishingTownGilToken,FishingTownGilToken,18
GIN_BNB,GIN.BNB,Ginga Finance,Ginga Finance,18
GINOA_BNB,GINOA.BNB,Ginoa,Ginoa,18
GINUX_BNB,GINUX.BNB,Green Shiba Inu,Green Shiba Inu,18
GINZA_BNB,GINZA.BNB,Ginza Network,Ginza Network,18
GKCAKE_BNB,GKCAKE.BNB,Golden Kitty Cake,Golden Kitty Cake,9
GKF_BNB,GKF.BNB,Galatic Kitty Fight,Galatic Kitty Fight,18
GLA_BNB,GLA.BNB,Galaxy Adventure,Galaxy Adventure,18
GLASS_BNB,GLASS.BNB,OurGlass,OurGlass,9
GLB_BNB,GLB.BNB,Golden Ball,Golden Ball,9
GLCH_BNB,GLCH.BNB,Glitch Protocol,Glitch Protocol,18
GLD_BNB,GLD.BNB,Goldario,Goldario,18
GLMS_BNB,GLMS.BNB,Glimpse,Glimpse,18
GLORYD_BNB,GLORYD.BNB,GloryDoge,GloryDoge,18
GLOW_BNB,GLOW.BNB,Glow,Glow,9
GLOWV2_BNB,GLOWV2.BNB,GlowV2,GlowV2,9
GLXC_BNB,GLXC.BNB,Galaxy Coin,Galaxy Coin,18
GLXM_BNB,GLXM.BNB,Galaxium,Galaxium,9
GLY_BNB,GLY.BNB,Glitchy,Glitchy,18
GM_BNB,GM.BNB,GoldMiner,GoldMiner,18
GMC_BNB,GMC.BNB,GokuMarket Credit,GokuMarket Credit,18
GMEE_BNB,GMEE.BNB,GAMEE,GAMEE,18
GMEX_BNB,GMEX.BNB,Game Coin,Game Coin,9
GMFLOKI_BNB,GMFLOKI.BNB,GM Floki,GM Floki,9
GMI_BNB,GMI.BNB,GamiFi,GamiFi,18
GMPD_BNB,GMPD.BNB,GamesPad,GamesPad,18
GMR_BNB,GMR.BNB,GAMER,GAMER,18
GMS_BNB,GMS.BNB,GameStar,GameStar,18
GMT_BNB,GMT.BNB,GreekMythology,GreekMythology,9
GMV_BNB,GMV.BNB,GameVerse,GameVerse,9
GMX_BNB,GMX.BNB,GameX,GameX,9
GMY_BNB,GMY.BNB,Gameology,Gameology,9
GNFT_BNB,GNFT.BNB,GameNFT,GameNFT,18
GNL_BNB,GNL.BNB,Green Life Energy,Green Life Energy,9
GNLR_BNB,GNLR.BNB,Gods and Legends,Gods and Legends,18
GNNX_BNB,GNNX.BNB,Gennix,Gennix,18
GNOME_BNB,GNOME.BNB,GnomeToken,GnomeToken,9
GNP_BNB,GNP.BNB,Genie Protocol,Genie Protocol,18
GNSH_BNB,GNSH.BNB,Ganesha Token,Ganesha Token,18
GNT_BNB,GNT.BNB,GreenTrust,GreenTrust,18
GNX_BNB,GNX.BNB,Greenex,Greenex,18
GNY_BNB,GNY.BNB,GNY,GNY,18
GOAL_BNB,GOAL.BNB,Goal Token,Goal Token,18
GOAT_BNB,GOAT.BNB,Goat Coin,Goat Coin,9
GOBBLE_BNB,GOBBLE.BNB,Gobble Token,Gobble Token,18
GOBLIN_BNB,GOBLIN.BNB,Goblin,Goblin,18
GOC_BNB,GOC.BNB,GoCrypto,GoCrypto,18
GODZ_BNB,GODZ.BNB,Godzilla,Godzilla,9
GOGE_BNB,GOGE.BNB,DogeGaySon,DogeGaySon,18
GOIN_BNB,GOIN.BNB,GOIN,GOIN,18
GOL_BNB,GOL.BNB,GolFinance,GolFinance,18
GOLD_BNB,GOLD.BNB,GoldFarm,GoldFarm,18
GOLDNUGGET_BNB,GOLDNUGGET.BNB,Blockmine,Blockmine,18
GOMA_BNB,GOMA.BNB,GOMA Finance,GOMA Finance,9
GOMAX_BNB,GOMAX.BNB,GOMAx,GOMAx,18
GOOFYDOGE_BNB,GOOFYDOGE.BNB,GoofyDoge,GoofyDoge,18
GOOREO_BNB,GOOREO.BNB,Gooreo,Gooreo,18
GORGEOUS_BNB,GORGEOUS.BNB,Gorgeous,Gorgeous,9
GOTEM_BNB,GOTEM.BNB,gotEM,gotEM,18
GOV_BNB,GOV.BNB,GovWorld,GovWorld,18
GP_BNB,GP.BNB,Grand Exchange,Grand Exchange,18
GQ_BNB,GQ.BNB,Outer Ring,Outer Ring,18
GRAIN_BNB,GRAIN.BNB,Grain Token,Grain Token,18
GRAND_BNB,GRAND.BNB,The Grand Banks,The Grand Banks,18
GRANDPADOGE_BNB,GRANDPADOGE.BNB,Grandpa Doge,Grandpa Doge,9
GRAPE_BNB,GRAPE.BNB,Grape,Grape,9
GRAV_BNB,GRAV.BNB,Graviton Zero,Graviton Zero,18
GRBE_BNB,GRBE.BNB,Green Beli,Green Beli,18
GREATAPE_BNB,GREATAPE.BNB,Great Ape,Great Ape,9
GREED_BNB,GREED.BNB,Greed,Greed,9
GREEN_BNB,GREEN.BNB,Green Chart,Green Chart,18
GREENFLOKI_BNB,GREENFLOKI.BNB,Green Floki,Green Floki,9
GREM_BNB,GREM.BNB,Gremlins Finance,Gremlins Finance,18
GREW_BNB,GREW.BNB,Green World,Green World,9
GRIMACE_BNB,GRIMACE.BNB,Grimace Coin,Grimace Coin,18
GRIMEX_BNB,GRIMEX.BNB,SpaceGrime,SpaceGrime,18
GRIT_BNB,GRIT.BNB,Integrity,Integrity,6
GRLC_BNB,GRLC.BNB,Garlicoin,Garlicoin,8
GRM_BNB,GRM.BNB,Green Money,Green Money,18
GRMZILLA_BNB,GRMZILLA.BNB,GreenMoonZilla,GreenMoonZilla,4
GRO_BNB,GRO.BNB,GROWTH DeFi,GROWTH DeFi,18
GROW_BNB,GROW.BNB,Growing fi,Growing fi,18
GRV_BNB,GRV.BNB,Gravitoken,Gravitoken,9
GRX_BNB,GRX.BNB,GravitX,GravitX,9
GS_BNB,GS.BNB,Genesis Shards,Genesis Shards,18
GS1_BNB,GS1.BNB,NFTGamingStars,NFTGamingStars,18
GSC_BNB,GSC.BNB,Gunstar Metaverse C,Gunstar Metaverse C,18
GSHIB_BNB,GSHIB.BNB,GenshinShibInu,GenshinShibInu,4
GSK_BNB,GSK.BNB,SNAKE,SNAKE,18
GSPI_BNB,GSPI.BNB,Shopping io Governa,Shopping io Governa,18
GST_BNB,GST.BNB,Gunstar Metaverse,Gunstar Metaverse,18
GTC_BNB,GTC.BNB,Global Trust Coin,Global Trust Coin,4
GTH_BNB,GTH.BNB,Gather,Gather,18
GTM_BNB,GTM.BNB,Givetime io,Givetime io,18
GTON_BNB,GTON.BNB,GTON CAPITAL,GTON CAPITAL,18
GTR_BNB,GTR.BNB,Ghost Trader,Ghost Trader,9
GUARD_BNB,GUARD.BNB,Guardian Token,Guardian Token,18
GUILD_BNB,GUILD.BNB,BlockchainSpace,BlockchainSpace,18
GULL_BNB,GULL.BNB,PolyGod,PolyGod,18
GUM_BNB,GUM.BNB,Gourmet Galaxy,Gourmet Galaxy,18
GUMMIE_BNB,GUMMIE.BNB,Gummy Beans,Gummy Beans,18
GUMMY_BNB,GUMMY.BNB,Gummy Bull Token,Gummy Bull Token,18
GUT_BNB,GUT.BNB,GuitarSwap,GuitarSwap,18
GWAR_BNB,GWAR.BNB,Gadget War,Gadget War,18
GWP_BNB,GWP.BNB,Gateway Protocol,Gateway Protocol,18
GWT_BNB,GWT.BNB,Galaxy War,Galaxy War,18
GXP_BNB,GXP.BNB,Game X Change Potio,Game X Change Potio,18
GXT_BNB,GXT.BNB,Gemma Extending Tec,Gemma Extending Tec,18
GYM_BNB,GYM.BNB,GYM Token,GYM Token,18
GYRO_BNB,GYRO.BNB,Gyro,Gyro,9
GZONE_BNB,GZONE.BNB,GameZone,GameZone,18
H2E_BNB,H2E.BNB,Hold2Earn,Hold2Earn,9
H2O_BNB,H2O.BNB,Trickle,Trickle,18
HACHIKO_BNB,HACHIKO.BNB,Hachiko,Hachiko,9
HADA_BNB,HADA.BNB,HodlADA,HodlADA,9
HAI_BNB,HAI.BNB,Hacken Token,Hacken Token,8
HAKA_BNB,HAKA.BNB,TribeOne,TribeOne,18
HAM_BNB,HAM.BNB,Hamster,Hamster,7
HANU_BNB,HANU.BNB,Hanu Yokia,Hanu Yokia,12
HAPI_BNB,HAPI.BNB,HAPI,HAPI,18
HAPPY_BNB,HAPPY.BNB,HappyCoin,HappyCoin,9
HARE_BNB,HARE.BNB,Hare Token  OLD ,Hare Token  OLD ,9
HAREPLUS_BNB,HAREPLUS.BNB,Hare Plus,Hare Plus,9
HASH_BNB,HASH.BNB,Hash Token,Hash Token,18
HATOK_BNB,HATOK.BNB,Hatoken,Hatoken,9
HAVEN_BNB,HAVEN.BNB,Haven Token,Haven Token,9
HBARP_BNB,HBARP.BNB,HbarPad,HbarPad,18
HBEE_BNB,HBEE.BNB,Hungry Bees,Hungry Bees,18
HBG_BNB,HBG.BNB,HeroBook,HeroBook,18
HBIT_BNB,HBIT.BNB,HashBit,HashBit,18
HBUSD_BNB,HBUSD.BNB,HodlBUSD,HodlBUSD,9
HBX_BNB,HBX.BNB,Habits,Habits,18
HC_BNB,HC.BNB,SAVEBEE FARM HONEYC,SAVEBEE FARM HONEYC,12
HCK_BNB,HCK.BNB,Hero Cat Key,Hero Cat Key,18
HCS_BNB,HCS.BNB,Help Coins,Help Coins,18
HCT_BNB,HCT.BNB,Hero Cat Token,Hero Cat Token,18
HD_BNB,HD.BNB,HunterDoge,HunterDoge,18
HDFL_BNB,HDFL.BNB,Hyper Deflate,Hyper Deflate,18
HDO_BNB,HDO.BNB,HADO,HADO,9
HDOG_BNB,HDOG.BNB,Husky Inu,Husky Inu,9
HDOGE_BNB,HDOGE.BNB,HolyDoge,HolyDoge,8
HDV_BNB,HDV.BNB,Hydraverse,Hydraverse,5
HE_BNB,HE.BNB,Heroes   Empires,Heroes   Empires,18
HEAD_BNB,HEAD.BNB,Head Football,Head Football,9
HEADBANGERS_BNB,HEADBANGERS.BNB,Headbangers Club,Headbangers Club,18
HEADZ_BNB,HEADZ.BNB,Cryptoheadz,Cryptoheadz,9
HEARN_BNB,HEARN.BNB,Hearn fi,Hearn fi,18
HEDGE_BNB,HEDGE.BNB,Hedge Finance,Hedge Finance,18
HEGG_BNB,HEGG.BNB,Hummingbird Egg Tok,Hummingbird Egg Tok,18
HEJJ_BNB,HEJJ.BNB,Hedge4 AI,Hedge4 AI,0
HELMET_BNB,HELMET.BNB,Helmet Insure,Helmet Insure,18
HELPS_BNB,HELPS.BNB,HelpSeed,HelpSeed,18
HEPA_BNB,HEPA.BNB,Hepa Finance,Hepa Finance,18
HER_BNB,HER.BNB,Herity Network,Herity Network,9
HERA_BNB,HERA.BNB,Hero Arena,Hero Arena,18
HERO_BNB,HERO.BNB,Step Hero,Step Hero,18
HEROEGG_BNB,HEROEGG.BNB,HeroFi,HeroFi,18
HEROES_BNB,HEROES.BNB,Heroes of Crypton,Heroes of Crypton,9
HEROS_BNB,HEROS.BNB,Heros Token,Heros Token,9
HES_BNB,HES.BNB,Hero Essence,Hero Essence,18
HESH_BNB,HESH.BNB,Hesh Fi,Hesh Fi,8
HETH_BNB,HETH.BNB,Hodl ETH,Hodl ETH,4
HEX_BNB,HEX.BNB,Heliumx,Heliumx,18
HFS_BNB,HFS.BNB,HolderSwap,HolderSwap,6
HFT_BNB,HFT.BNB,Hodl Finance,Hodl Finance,9
HFUEL_BNB,HFUEL.BNB,HFuel,HFuel,18
HGHG_BNB,HGHG.BNB,HUGHUG,HUGHUG,8
HGT_BNB,HGT.BNB,Hydrogen Token,Hydrogen Token,18
HHNFT_BNB,HHNFT.BNB,Hodler Heroes NFT,Hodler Heroes NFT,18
HI_BNB,HI.BNB,hi Dollar,hi Dollar,18
HIBIKI_BNB,HIBIKI.BNB,Hibiki Finance,Hibiki Finance,18
HIDEOUS_BNB,HIDEOUS.BNB,Hideous Finance,Hideous Finance,18
HIFI_BNB,HIFI.BNB,HiFi Gaming Society,HiFi Gaming Society,18
HIGH_BNB,HIGH.BNB,Highstreet,Highstreet,18
HIMO_BNB,HIMO.BNB,Himo World,Himo World,18
HIP_BNB,HIP.BNB,Hippo Token,Hippo Token,18
HIPPIE_BNB,HIPPIE.BNB,Hippie Inu,Hippie Inu,9
HK_BNB,HK.BNB,Helkin,Helkin,9
HKC_BNB,HKC.BNB,Hachiko Charity,Hachiko Charity,9
HKSM_BNB,HKSM.BNB,H Space Metaverse,H Space Metaverse,9
HKUN_BNB,HKUN.BNB,HakunaMatata  new ,HakunaMatata  new ,9
HLINK_BNB,HLINK.BNB,HydroLink,HydroLink,10
HLM_BNB,HLM.BNB,HolderMoon,HolderMoon,9
HLTH_BNB,HLTH.BNB,HLTH Token,HLTH Token,18
HMC_BNB,HMC.BNB,Hamdan Coin,Hamdan Coin,18
HMDX_BNB,HMDX.BNB,Poly Peg Mdex,Poly Peg Mdex,18
HMNG_BNB,HMNG.BNB,Hummingbird Finance,Hummingbird Finance,9
HMOON_BNB,HMOON.BNB,HELLMOON,HELLMOON,6
HMR_BNB,HMR.BNB,Homeros,Homeros,18
HMRN_BNB,HMRN.BNB,Homerun,Homerun,9
HMZ_BNB,HMZ.BNB,Harmonized App,Harmonized App,18
HNW_BNB,HNW.BNB,Hobbs Networking,Hobbs Networking,18
HOD_BNB,HOD.BNB,HoDooi com,HoDooi com,18
HODL_BNB,HODL.BNB,HODL,HODL,9
HOGE_BNB,HOGE.BNB,Hoge Finance,Hoge Finance,9
HOGL_BNB,HOGL.BNB,HOGL Finance,HOGL Finance,18
HOHOHO_BNB,HOHOHO.BNB,Santa Floki,Santa Floki,2
HOKK_BNB,HOKK.BNB,Hokkaido Inu,Hokkaido Inu,18
HOL_BNB,HOL.BNB,Hololoot,Hololoot,18
HOME_BNB,HOME.BNB,Home Coin,Home Coin,9
HON_BNB,HON.BNB,WonderHero HON,WonderHero HON,18
HONEY_BNB,HONEY.BNB,Honeycomb,Honeycomb,9
HONOR_BNB,HONOR.BNB,SuperPlayer World,SuperPlayer World,18
HOOD_BNB,HOOD.BNB,Hoodler,Hoodler,9
HOODRAT_BNB,HOODRAT.BNB,Hoodrat Finance,Hoodrat Finance,12
HOP_BNB,HOP.BNB,HOPPY,HOPPY,9
HOPE_BNB,HOPE.BNB,Hope Token,Hope Token,18
HOR_BNB,HOR.BNB,Horde,Horde,18
HORD_BNB,HORD.BNB,Hord,Hord,18
HORN_BNB,HORN.BNB,BuffaloSwap HORN,BuffaloSwap HORN,18
HORNY_BNB,HORNY.BNB,Horny Doge,Horny Doge,9
HOTCROSS_BNB,HOTCROSS.BNB,Hot Cross,Hot Cross,18
HOTDOGE_BNB,HOTDOGE.BNB,HotDoge,HotDoge,18
HOTZILLA_BNB,HOTZILLA.BNB,HotZilla,HotZilla,4
HOUSE_BNB,HOUSE.BNB,HouseDAO,HouseDAO,18
HP_BNB,HP.BNB,HeroPark,HeroPark,18
HPAD_BNB,HPAD.BNB,HarmonyPad,HarmonyPad,18
HPL_BNB,HPL.BNB,HappyLand,HappyLand,18
HPPOT_BNB,HPPOT.BNB,Healing Potion,Healing Potion,9
HPS_BNB,HPS.BNB,Happiness Token,Happiness Token,18
HPW_BNB,HPW.BNB,HappyLand Reward To,HappyLand Reward To,18
HRB_BNB,HRB.BNB,Herobattle,Herobattle,18
HRD_BNB,HRD.BNB,HRDcoin,HRDcoin,18
HRO_BNB,HRO.BNB,CryptoDiceHero,CryptoDiceHero,18
HRS_BNB,HRS.BNB,Heres,Heres,18
HSF_BNB,HSF.BNB,Hillstone Finance,Hillstone Finance,18
HSHIBA_BNB,HSHIBA.BNB,HuskyShiba,HuskyShiba,9
HTC_BNB,HTC.BNB,Hat Swap City,Hat Swap City,9
HTD_BNB,HTD.BNB,Heroes TD,Heroes TD,18
HTF_BNB,HTF.BNB,Healthify,Healthify,8
HTMOON_BNB,HTMOON.BNB,HTMoon FOMO,HTMoon FOMO,4
HUA_BNB,HUA.BNB,Chihuahua,Chihuahua,9
HUDI_BNB,HUDI.BNB,Hudi,Hudi,18
HUGO_BNB,HUGO.BNB,Hugo Game,Hugo Game,9
HUH_BNB,HUH.BNB,HUH Token,HUH Token,9
HUMP_BNB,HUMP.BNB,Whale Loans,Whale Loans,9
HUNGER_BNB,HUNGER.BNB,Hunger Token,Hunger Token,9
HUNGRY_BNB,HUNGRY.BNB,HungryBear,HungryBear,8
HUNGRYDOGE_BNB,HUNGRYDOGE.BNB,Hunger Doge,Hunger Doge,9
HUNNY_BNB,HUNNY.BNB,Hunny Finance,Hunny Finance,18
HUP_BNB,HUP.BNB,HUP LIFE,HUP LIFE,9
HUSKY_BNB,HUSKY.BNB,Husky AVAX,Husky AVAX,18
HUSKYX_BNB,HUSKYX.BNB,HuskyX,HuskyX,4
HUSL_BNB,HUSL.BNB,The HUSL,The HUSL,18
HVI_BNB,HVI.BNB,Hungarian Vizsla In,Hungarian Vizsla In,9
HVLT_BNB,HVLT.BNB,HODL Vault,HODL Vault,9
HVT_BNB,HVT.BNB,HyperVerse,HyperVerse,8
HWL_BNB,HWL.BNB,Howl City,Howl City,18
HWXT_BNB,HWXT.BNB,Howlx,Howlx,9
HYDRO_BNB,HYDRO.BNB,Hydro,Hydro,18
HYFI_BNB,HYFI.BNB,Hyper Finance,Hyper Finance,18
HYPER_BNB,HYPER.BNB,HyperChain X,HyperChain X,7
HYPERBOOST_BNB,HYPERBOOST.BNB,HyperBoost,HyperBoost,9
HYPERRISE_BNB,HYPERRISE.BNB,BNB Hyper Rise,BNB Hyper Rise,4
HYPERSONIC_BNB,HYPERSONIC.BNB,Hypersonic Finance,Hypersonic Finance,18
HYVE_BNB,HYVE.BNB,Hyve,Hyve,18
HZD_BNB,HZD.BNB,Horizon Dollar,Horizon Dollar,4
HZN_BNB,HZN.BNB,Horizon Protocol,Horizon Protocol,18
IAL_BNB,IAL.BNB,inheritance Art,inheritance Art,18
IAMVAX_BNB,IAMVAX.BNB,I Am Vaccinated,I Am Vaccinated,10
IBEX_BNB,IBEX.BNB,IBEX,IBEX,9
IBFR_BNB,IBFR.BNB,iBuffer Token,iBuffer Token,18
IBG_BNB,IBG.BNB,iBG Token,iBG Token,18
IBNB_BNB,IBNB.BNB,iBNB,iBNB,9
ICA_BNB,ICA.BNB,Icarus Finance,Icarus Finance,18
ICC_BNB,ICC.BNB,Intergalactic Cockr,Intergalactic Cockr,18
ICD_BNB,ICD.BNB,IC DeFi,IC DeFi,18
ICE_BNB,ICE.BNB,Popsicle Finance,Popsicle Finance,18
ICEBERG_BNB,ICEBERG.BNB,ICEBERG,ICEBERG,18
ICEBRK_BNB,ICEBRK.BNB,IceBreak R,IceBreak R,9
ICN_BNB,ICN.BNB,I Coin,I Coin,9
ICW_BNB,ICW.BNB,iCrypto World,iCrypto World,18
ID_BNB,ID.BNB,Everest,Everest,18
IDDX_BNB,IDDX.BNB,IndoDEX,IndoDEX,18
IDIA_BNB,IDIA.BNB,Impossible Finance ,Impossible Finance ,18
IDLE_BNB,IDLE.BNB,IDLE Token,IDLE Token,18
IDOGE_BNB,IDOGE.BNB,Influencer Doge,Influencer Doge,9
IDOSCAN_BNB,IDOSCAN.BNB,Idoscan,Idoscan,18
IDS_BNB,IDS.BNB,IDEAS,IDEAS,18
IDTT_BNB,IDTT.BNB,Identity,Identity,18
IDYP_BNB,IDYP.BNB,iDeFiYieldProtocol,iDeFiYieldProtocol,18
IETH_BNB,IETH.BNB,Infinity ETH,Infinity ETH,9
IF_BNB,IF.BNB,Impossible Finance,Impossible Finance,18
IFC_BNB,IFC.BNB,InfinityCash,InfinityCash,18
IGN_BNB,IGN.BNB,Infinity Game NFT,Infinity Game NFT,18
IGO_BNB,IGO.BNB,Meta Islands,Meta Islands,18
IHC_BNB,IHC.BNB,Inflation Hedging C,Inflation Hedging C,18
IKA_BNB,IKA.BNB,Linkka,Linkka,9
ILAYER_BNB,ILAYER.BNB,iLayer,iLayer,9
ILUS_BNB,ILUS.BNB,ILUS Coin,ILUS Coin,18
IMO_BNB,IMO.BNB,IMO,IMO,18
IMRTL_BNB,IMRTL.BNB,Immortl,Immortl,18
IMT_BNB,IMT.BNB,Idle Mystic Token,Idle Mystic Token,18
INCAKE_BNB,INCAKE.BNB,InfinityCake,InfinityCake,18
INCOME_BNB,INCOME.BNB,Income,Income,18
INDC_BNB,INDC.BNB,Nano Dogecoin,Nano Dogecoin,9
INET_BNB,INET.BNB,Ideanet Token,Ideanet Token,18
INF_BNB,INF.BNB,INFLUENCER TOKEN,INFLUENCER TOKEN,9
INFINITY_BNB,INFINITY.BNB,Infinite Ecosystem,Infinite Ecosystem,18
INFLEX_BNB,INFLEX.BNB,Inflex Finance,Inflex Finance,9
INFLUENCE_BNB,INFLUENCE.BNB,Influencer Finance,Influencer Finance,9
INFO_BNB,INFO.BNB,Infomatix,Infomatix,18
INFP_BNB,INFP.BNB,InfinityPad,InfinityPad,18
INFT_BNB,INFT.BNB,iNFT Token,iNFT Token,18
INFTEE_BNB,INFTEE.BNB,Infinitee,Infinitee,18
INJ_BNB,INJ.BNB,Injective,Injective,18
INP_BNB,INP.BNB,InPoker,InPoker,18
INS3_BNB,INS3.BNB,INS3,INS3,18
INSTANTXRP_BNB,INSTANTXRP.BNB,InstantXRP,InstantXRP,18
INSTINCT_BNB,INSTINCT.BNB,Instinct,Instinct,18
INSUR_BNB,INSUR.BNB,InsurAce,InsurAce,18
INUJUMP_BNB,INUJUMP.BNB,Inu Jump and the Te,Inu Jump and the Te,9
INVEST_BNB,INVEST.BNB,InvestDex,InvestDex,18
INVESTEL_BNB,INVESTEL.BNB,Investel,Investel,9
INX_BNB,INX.BNB,InfinitX,InfinitX,4
IOI_BNB,IOI.BNB,IOI Token,IOI Token,6
IOTX_BNB,IOTX.BNB,Binance Peg IoTeX,Binance Peg IoTeX,18
IPAD_BNB,IPAD.BNB,Infinity Pad,Infinity Pad,18
IPAY_BNB,IPAY.BNB,iPay,iPay,9
IPX_BNB,IPX.BNB,InpulseX,InpulseX,18
IQ_BNB,IQ.BNB,Everipedia,Everipedia,18
IQCOIN_BNB,IQCOIN.BNB,IQCoin,IQCoin,9
IQG_BNB,IQG.BNB,IQ Coin,IQ Coin,18
IRON_BNB,IRON.BNB,Iron BSC,Iron BSC,18
IRT_BNB,IRT.BNB,Infinity Rocket Tok,Infinity Rocket Tok,18
ISH_BNB,ISH.BNB,Interlude,Interlude,18
ISLBYZ_BNB,ISLBYZ.BNB,Island Boyz,Island Boyz,9
ITAM_BNB,ITAM.BNB,ITAM Games,ITAM Games,18
ITAMCUBE_BNB,ITAMCUBE.BNB,ITAM CUBE,ITAM CUBE,18
IUP_BNB,IUP.BNB,InfinitUp,InfinitUp,4
IVG_BNB,IVG.BNB,IVOGEL,IVOGEL,9
IWR_BNB,IWR.BNB,Inu Wars,Inu Wars,18
IXIR_BNB,IXIR.BNB,Ixirswap,Ixirswap,9
JACKPOT_BNB,JACKPOT.BNB,Jackpot Army,Jackpot Army,6
JADE_BNB,JADE.BNB,Jade Currency,Jade Currency,18
JAGUAR_BNB,JAGUAR.BNB,JaguarSwap,JaguarSwap,18
JAIHO_BNB,JAIHO.BNB,Jaiho Crypto,Jaiho Crypto,9
JAWS_BNB,JAWS.BNB,AutoShark,AutoShark,18
JCH_BNB,JCH.BNB,JobCash,JobCash,18
JDI_BNB,JDI.BNB,JDI Token,JDI Token,18
JED_BNB,JED.BNB,JEDSTAR,JEDSTAR,9
JEET_BNB,JEET.BNB,JEET,JEET,9
JEJUDOGE_BNB,JEJUDOGE.BNB,Jejudoge BSC,Jejudoge BSC,9
JETS_BNB,JETS.BNB,JeToken,JeToken,9
JFM_BNB,JFM.BNB,JustFarm,JustFarm,18
JGN_BNB,JGN.BNB,Juggernaut,Juggernaut,18
JIG_BNB,JIG.BNB,Jigen,Jigen,18
JIGSAW_BNB,JIGSAW.BNB,Jigsaw,Jigsaw,9
JK_BNB,JK.BNB,JK Coin,JK Coin,18
JKT_BNB,JKT.BNB,JokerManor Metavers,JokerManor Metavers,18
JMPT_BNB,JMPT.BNB,JumpToken,JumpToken,18
JNTR_BNB,JNTR.BNB,Jointer,Jointer,18
JOJO_BNB,JOJO.BNB,JOJO,JOJO,9
JOKE_BNB,JOKE.BNB,Joke Community,Joke Community,9
JOKER_BNB,JOKER.BNB,Joker Coin,Joker Coin,9
JPT_BNB,JPT.BNB,Jackpot Token,Jackpot Token,18
JRIT_BNB,JRIT.BNB,JERITEX,JERITEX,18
JRSC_BNB,JRSC.BNB,Jurassic Token,Jurassic Token,18
JUB_BNB,JUB.BNB,Jumbo,Jumbo,9
JUICE_BNB,JUICE.BNB,Juice Coin,Juice Coin,18
JULD_BNB,JULD.BNB,JulSwap,JulSwap,18
JUMP_BNB,JUMP.BNB,HyperJump,HyperJump,18
JUNKOINU_BNB,JUNKOINU.BNB,Junko Inu,Junko Inu,18
JUP_BNB,JUP.BNB,Jupiter,Jupiter,18
KABOSU_BNB,KABOSU.BNB,Kabosu,Kabosu,9
KABY_BNB,KABY.BNB,Kaby Arena,Kaby Arena,18
KAC_BNB,KAC.BNB,KACO Finance,KACO Finance,18
KADA_BNB,KADA.BNB,King Cardano,King Cardano,9
KAI_BNB,KAI.BNB,KardiaChain,KardiaChain,18
KAIECO_BNB,KAIECO.BNB,KaikenInu,KaikenInu,9
KAIINU_BNB,KAIINU.BNB,Kai Inu,Kai Inu,9
KAIJU_BNB,KAIJU.BNB,Kaiju Worlds,Kaiju Worlds,18
KAINET_BNB,KAINET.BNB,KAINET,KAINET,9
